image_id,label,shape,rgb_std_red,rgb_std_green,rgb_std_blue,rgb_std_mean,rgb_contrast,rgb_brightness
ID_T4J7JL,0,64x64x12,410.09659069918627,405.90895140042136,507.4489849173169,441.15150900564157,413.22781279543193,2209.4117006835936
ID_0SDYFN,1,64x64x12,435.6343472806519,441.94979223674153,444.897886358465,440.82734195861946,437.9596159448385,2916.8950185546873
ID_VQ76TW,0,64x64x12,405.5947820654142,395.3972336300292,519.9653236672436,440.3191131208957,411.3903885623324,2292.3259323730467
ID_5U84RO,0,64x64x12,434.38818033921217,397.8919541896068,488.13668796348145,440.13894083076684,411.3391827146042,1851.8893972167966
ID_52VLJF,0,64x64x12,391.675741755941,405.05656154812004,522.5394659622117,439.7572564220909,411.3822004304213,2274.4193593749997
ID_LMPQNI,1,64x64x12,291.8996392731653,412.73005129188357,612.757962470019,439.12921767835593,397.2344340289093,1556.8717434082032
ID_EUOT9N,0,64x64x12,413.52113340223485,423.8457686588463,479.67756729826687,439.0148231197827,422.0255913141741,1686.652384033203
ID_1OI3MA,0,64x64x12,390.0769819147776,440.6048464977119,485.91873657504453,438.8668549958447,423.8667830337059,1743.3090092773436
ID_GL093A,0,64x64x12,437.5171061871136,421.91675171074104,456.590405338677,438.6747544121772,428.9588302675802,1717.3088403320312
ID_NMX20U,0,64x64x12,428.4445957497745,413.7624600738398,473.2272592570631,438.47810502689254,421.5196099572429,2460.7159194335936
ID_1O7DYE,0,64x64x12,319.26278295284874,387.7859607228725,607.5612875450805,438.20334374026726,388.96173695462136,1747.6427800292968
ID_MRR68Z,0,64x64x12,372.6286119766995,399.9781245996465,541.9706638865256,438.1924668209572,400.790105889359,1593.3138598632813
ID_3KWQQ8,1,64x64x12,425.5512976817014,400.5908461224523,486.93266310429806,437.6916023028172,415.53331703084353,2048.426419189453
ID_00KYD0,1,64x64x12,335.46352395685216,382.58763534249556,594.5503606544461,437.53383998459793,390.9592152970664,1562.9549721679687
ID_AUBK0F,1,64x64x12,322.1369212634702,409.04836661429204,577.3266513717074,436.1706464164899,399.8855830402414,1569.478658691406
ID_QWUC5I,0,64x64x12,444.1051095104676,422.4790076293623,440.79401156968754,435.7927095698392,424.306244511001,1811.5321892089842
ID_E6AFTK,0,64x64x12,397.86719053808014,408.31257940845137,500.56111764395456,435.58029586349534,414.9181905753045,2254.780728515625
ID_NZWA00,0,64x64x12,426.3019922301192,420.98605438402626,458.0722788410904,435.1201084850786,425.17522993884484,1899.183664550781
ID_CTKHP0,1,64x64x12,339.02716489242295,436.4788856511436,529.1671485398068,434.8910663611244,415.7047556252366,1411.6979938964841
ID_84LOOT,0,64x64x12,447.76671218826607,411.8042335659005,444.1605269707846,434.5771575749837,422.46556035466006,1605.3032331542968
ID_ZA51AK,1,64x64x12,327.06041338965906,406.14932276643066,570.0734260639882,434.42772074002596,393.50422048295417,1745.2845061035155
ID_KVGTQB,1,64x64x12,370.11180980364793,405.91805421154424,525.9630332145632,433.9976324099184,407.3678791410776,2124.3081252441407
ID_MQYEHQ,0,64x64x12,398.34136344969545,401.1894654548092,502.1899253183704,433.9069180742917,403.4464995823906,1887.5826721191406
ID_Z0XFVJ,0,64x64x12,436.37823565962736,473.55234935075975,390.75272543549147,433.5611034819596,449.2012189881356,1687.8776569824217
ID_GRK99T,0,64x64x12,390.1471286537003,430.89828551352593,478.9920660289636,433.34582673206324,420.8459936648183,2726.5495712890624
ID_34HPF0,1,64x64x12,368.8907589973369,392.20263965093835,538.9090824688727,433.33416037238266,399.79569221824147,1729.9660419921875
ID_3ZWPCP,1,64x64x12,388.80432820313587,410.1005074570656,499.5122568287268,432.8056974963094,412.02303529716824,1769.447668701172
ID_JE345P,1,64x64x12,355.75039431797404,428.44221637385016,512.5612526729475,432.2512877882573,415.1861017763759,1377.206346923828
ID_5ITP7U,0,64x64x12,449.428076423411,433.4615279814299,413.7640456065099,432.217883337117,432.4258613905951,1907.0303720703123
ID_340D5C,0,64x64x12,380.14814391229004,436.18773526321877,480.2180919105269,432.1846570286786,422.11216365244684,1734.0506914062498
ID_GSI54M,1,64x64x12,366.56986716591706,418.52196076699363,511.2738709004414,432.1218996111174,410.68526328057703,1931.7567724609373
ID_GDFJ8M,0,64x64x12,475.4099299878251,399.31240704741793,421.61733571432586,432.11322424985633,420.29778020285994,1612.6273271484374
ID_XQTZD2,1,64x64x12,349.17125832744813,366.3290393260659,580.1959063577846,431.8987346704328,384.34630957485354,1578.661662109375
ID_MM1Z6N,1,64x64x12,329.3917413756597,403.6440160739804,562.1684930570261,431.73475016888875,396.07826778452255,1572.4414682617187
ID_9A5BJX,0,64x64x12,381.57729304019,416.7623707214445,496.350876313225,431.56351335828646,412.5785853787982,1856.5666064453123
ID_JVRYEJ,1,64x64x12,444.3554481937259,408.27948419508056,441.9315404777423,431.52215762218293,417.75569986361563,1795.9546115722655
ID_9S8Y9Z,0,64x64x12,382.3894127333325,406.2747385409737,505.71376694293485,431.4593060724137,409.4852191206432,2576.5524677734375
ID_VU5DTN,0,64x64x12,481.05316111388686,428.53764341434197,384.38623783586263,431.32568078803047,435.96570992657854,1976.4929846191405
ID_IG29LT,0,64x64x12,351.67271904512097,413.1416703892605,528.4501684040208,431.08818594613405,404.3543533242623,1643.0472216796875
ID_WDUR6K,1,64x64x12,354.2877757755196,428.5942606205668,507.06313977318115,429.98172538975587,413.7407673899633,1602.0259938964844
ID_R3MHJT,0,64x64x12,421.53222168186784,423.7544600349801,444.0468046320583,429.77782878296875,423.53761962999346,1980.9568525390625
ID_INYWQ1,0,64x64x12,384.19409320665045,440.8378706791705,464.0566067222515,429.6961902026908,424.5129841948616,1540.4712170410155
ID_J2E9BT,1,64x64x12,269.41361866854004,418.53897863888545,600.8851991249712,429.61259881079894,392.650214100587,1452.6394689941405
ID_WSVYZ6,1,64x64x12,444.16257721149015,428.26911956569137,415.9879646107705,429.4732204626507,427.7851294170784,2364.459402832031
ID_6BH2OZ,0,64x64x12,441.8289834777843,414.08695226911703,431.0877244849011,429.00122007726753,423.64981689699334,2388.480172363281
ID_YIYTL5,0,64x64x12,436.89596306382344,415.3441911786458,433.61232330957364,428.61749251734767,421.9676466609491,3672.9912548828124
ID_0Y77S5,0,64x64x12,291.6608873777474,362.28158816298196,631.7801568030391,428.57421078125617,369.5783507276809,2033.559449951172
ID_2LVIUV,0,64x64x12,376.2281734674378,394.5429739027098,514.4177535276383,428.396300299262,390.68959904161534,1594.964974609375
ID_KANTKE,1,64x64x12,393.7836214176087,404.7926582534681,484.9326631850167,427.8363142853645,408.65980080046546,1741.4835471191404
ID_U6PU1Q,0,64x64x12,365.95950758355207,424.8432786170783,492.37215538727276,427.72498052930104,413.7223823549425,1579.6594790039062
ID_16BOVX,0,64x64x12,399.57583174824794,425.20111527590205,457.6925370396173,427.4898280212558,418.99151210563184,1869.138916503906
ID_TUBW0X,0,64x64x12,548.4215814522339,378.29087159700384,355.28497736605715,427.33247680509834,414.44266284102156,1456.8144448242185
ID_4MFDH9,1,64x64x12,292.10528544940024,401.7609996912913,585.5918414260229,426.48604218890483,387.42667671812285,1467.8596137695313
ID_UFMYFD,0,64x64x12,419.05974012315204,421.10179944981047,439.17164494357826,426.4443948388469,421.4789329418336,1597.5657963867186
ID_I44VJ5,0,64x64x12,343.1982424584316,398.4331251099448,536.8471586031604,426.15950872384565,390.46685732329917,1607.2339655761716
ID_N3IBD1,0,64x64x12,419.1189725026046,407.8247834158576,450.05682373466954,425.6668598843773,414.07286226332536,3512.0060224609374
ID_PHBS71,1,64x64x12,387.88452081239376,393.32898823376627,495.15896882080864,425.4574926223229,401.69659067850256,1781.8932358398438
ID_1E7C5Z,1,64x64x12,427.96927066414764,415.1610188578915,431.1864654665733,424.7722516628708,418.81435161572483,2374.139923095703
ID_91VFOI,0,64x64x12,374.4798752170628,419.6378865249769,478.699284046013,424.27234859601754,409.29622581593816,1524.4552858886718
ID_GKXUDF,0,64x64x12,421.3926362019332,411.52324095219365,436.32163622041514,423.07917112484733,413.13497889197987,1566.1741760253904
ID_GCA02U,1,64x64x12,349.8599752181888,408.79402384707635,508.7352545173597,422.46308452754164,396.4121641114902,1495.5626254882811
ID_TUSYFF,1,64x64x12,383.2128249301156,423.47358096005354,460.3056355059065,422.3306804653585,413.88363445431065,1568.5451708984374
ID_VPEU8S,0,64x64x12,501.6586784732225,403.089821926845,362.0765272814016,422.27500922715643,421.2470993250827,1615.4413608398436
ID_C4IH6Z,1,64x64x12,356.9725551473382,424.26254433684517,484.8463593673071,422.0271529504968,408.7854189834421,1382.46183203125
ID_8N7P6J,1,64x64x12,400.3498041577174,391.21752954232176,471.53656746883826,421.03463372295914,401.55458461978316,1880.8529179687498
ID_2LNHV0,1,64x64x12,421.4358050773218,400.6372508489412,440.6792238716474,420.9174265993035,408.0552735437878,1963.090136230469
ID_0Q8VKK,0,64x64x12,423.9613059036994,403.0703376140945,433.9263654981111,420.31933633863497,411.9042430734603,2107.3694362792967
ID_WS35QH,0,64x64x12,408.20575407643554,412.3799030440891,440.1616422008741,420.24909977379957,413.20556539823815,1805.1185822753905
ID_6HHDXJ,1,64x64x12,365.94386621886014,411.5411215185594,482.265496459269,419.9168280655628,404.3921866665627,1860.84790234375
ID_4QJF11,0,64x64x12,320.1887218980522,404.3557049004577,534.2298106427296,419.5914124804132,392.00151939859376,1465.7734453125
ID_PJH5XB,0,64x64x12,309.2709801902671,366.5805956926884,582.6387113696109,419.4967624175221,368.554076653412,1812.9646699218747
ID_1XRBZB,0,64x64x12,293.65172106317505,386.46330745841055,575.7592454845834,418.6247580020563,378.3381902938082,1498.5704499511717
ID_0D1Q60,1,64x64x12,413.7230860090117,395.4203158774562,446.43489534075377,418.5260990757406,405.156910563435,2311.1367282714846
ID_6ZO66U,0,64x64x12,293.2971746886095,359.21854504093665,603.0331701664833,418.51629663200976,364.15933389635865,1699.1260212402342
ID_P7OPA8,0,64x64x12,369.7332264601421,405.8741129297749,479.91679156221,418.508043650709,401.8307728853461,1556.257422363281
ID_SGX1M7,0,64x64x12,406.9498574066211,391.16965742417824,457.33943483554003,418.4863165554464,398.5022009765207,1637.0698952636717
ID_HKV6RJ,1,64x64x12,386.5655034595401,387.40246375052976,478.2213408133184,417.3964360077961,395.0225215415207,2142.143805908203
ID_5Z39ZS,1,64x64x12,372.9936254329924,375.28723505877844,503.73670622693436,417.33918890623505,386.6171589240972,1878.197989501953
ID_8XF1QU,0,64x64x12,369.24730344462785,398.3569109202139,483.3181974216898,416.9741372621772,396.5131770855591,2186.857107910156
ID_0AML9L,1,64x64x12,412.6466221590797,406.15251612996,430.1752524225143,416.32479690385134,408.7566886337525,2835.9331669921876
ID_M9U9XF,1,64x64x12,291.875505255705,370.4442565189005,586.4048275721186,416.24152978224134,369.93487343922993,1512.5661376953124
ID_CMTDBD,0,64x64x12,383.18845575966617,395.3719656553012,469.410858972206,415.99042679572443,396.95886569030216,1918.7089001464842
ID_741FTK,0,64x64x12,546.2395007872522,377.99729689856474,323.41199741745044,415.8829317010891,414.23676544850844,1444.9266611328126
ID_7E5R3Z,1,64x64x12,340.7340059952315,510.6775465333061,395.5514291343288,415.6543272209555,437.19161307595,1619.2693073730468
ID_XQC9Z7,0,64x64x12,392.3154215671233,408.3530427335593,446.238913667901,415.63579265619455,405.7056397544559,1748.463072753906
ID_S5YCZ7,0,64x64x12,349.28240381543276,403.54667596748965,493.8531098432591,415.56072987539386,396.4304162913949,2002.6549099121094
ID_GVG4IX,0,64x64x12,414.4536535718821,396.56081930154573,435.48024385495273,415.4982389094602,403.9396963444402,1486.3228662109373
ID_8FOC31,0,64x64x12,372.7874630549308,393.03524757585205,479.9829744522646,415.2685616943492,394.30559481919283,2411.638318359375
ID_4N626P,1,64x64x12,389.1135429508661,418.9031772542093,437.3181091465163,415.1116097838639,410.731357886485,1812.6799765624999
ID_TQ99R3,0,64x64x12,434.1283575488186,414.6889599840527,396.14794331076536,414.98842028121226,415.54201568486314,1477.7056445312498
ID_7EG9VN,0,64x64x12,323.58101032254024,365.3208812198433,555.5848928662049,414.8289281361961,367.04648839818833,1940.8307399902344
ID_NPDF9E,0,64x64x12,377.3477600085983,419.7360257145146,446.8312707645467,414.6383521625532,408.6078858254335,2002.8237922363282
ID_FDNMV3,0,64x64x12,374.6852242442832,383.88610588760383,484.7018366940692,414.4243889419854,387.9833979797848,2673.128078613281
ID_HDJ2J3,0,64x64x12,396.4938029096443,376.2961864980722,470.46487760948725,414.41828900573455,391.47324299868234,1851.9940671386717
ID_NJ0VRM,0,64x64x12,381.9027314947569,390.3500539310179,468.65700444811114,413.6365966246287,395.29866687800524,2628.966870605469
ID_OWBUM9,1,64x64x12,290.5599162412934,388.01142081154876,561.8612348911406,413.4775239813276,376.7832759901356,1538.0971069335938
ID_IP8ZSR,0,64x64x12,394.95893407243176,395.94369278763884,448.4278284976503,413.11015178590696,397.7476823191022,2169.151142578125
ID_NWU2KI,0,64x64x12,419.3578615620733,412.9359959625774,406.5515565740089,412.94847136621985,411.0644467863562,1532.0229367675781
ID_15V644,1,64x64x12,328.2900244748052,406.7195804981688,503.64071300892704,412.8834393273003,393.6953181452667,1300.1680971679687
ID_RL6OLS,1,64x64x12,402.0368664559358,392.6849922951323,443.7953934847065,412.8390840785915,399.2067625856483,2395.4474409179684
ID_55R57Z,0,64x64x12,308.1808988490449,369.3218759404355,560.7171390493086,412.7399712795964,370.5714811163614,1571.775779785156
ID_BN90A2,1,64x64x12,378.5765440433666,385.60476992449645,472.2959349764854,412.1590829814495,391.68211134476394,1710.598321533203
ID_FBQ2KD,0,64x64x12,396.11966521859,372.25014011572244,467.5934653418649,411.98775689205905,381.03624068994554,1819.051575439453
ID_C51DCN,1,64x64x12,377.1020542089331,403.589670478548,455.0465303772133,411.9127516882315,400.3991985959883,1425.265083251953
ID_P9ARU1,0,64x64x12,293.4558099194594,372.5744218459485,569.4979974972732,411.8427430875604,368.76270673984175,1884.6577561035156
ID_XTCUBD,1,64x64x12,354.10875441791353,403.6924829518782,476.85697408181915,411.552737150537,395.09478662480086,1323.641053955078
ID_XPI0TX,0,64x64x12,422.7766925564155,394.89723807078093,416.8858701823597,411.5199336031854,395.57370091986223,1404.6496284179689
ID_I9SRB1,0,64x64x12,524.0270606251177,397.45456551470244,312.9813334456403,411.4876531951534,417.2230721497188,1452.095663330078
ID_FSHGDV,1,64x64x12,347.32996436933735,403.20956997945217,483.5538113895587,411.3644485794494,394.72611026350506,1402.6234609374999
ID_7AAYR0,1,64x64x12,382.974171399731,374.66024924240685,475.44528808648846,411.02656957620883,387.04807674295114,2068.055803955078
ID_6VAHLK,0,64x64x12,315.64227998085414,384.6951682385514,531.8777757025348,410.73840797398015,373.66657141421626,1564.2173518066406
ID_MPSUPD,1,64x64x12,351.2378513271568,408.95466208290236,471.51768749208316,410.5700669673808,397.88617485770624,1375.1620964355468
ID_9NFGSL,1,64x64x12,254.70470961764707,385.785787123184,591.0763730727012,410.5222899378441,368.6031324229441,1508.1929494628907
ID_JU2YR8,0,64x64x12,438.28158965126516,384.0241810687164,409.23862111020105,410.5147972767275,399.0817356901751,2005.0035249023435
ID_IQBO46,1,64x64x12,320.18579540947525,405.60686199790064,505.0773656069069,410.29000767142753,390.2865527776458,1374.5973125
ID_PX1AXW,0,64x64x12,391.2320991460431,416.245700651023,421.8618514748674,409.7798837573112,404.94695245225984,1591.2343610839844
ID_38VRSU,1,64x64x12,327.4028801699552,385.08179814697144,516.7545709052563,409.7464164073943,379.69414418077054,1568.2189377441405
ID_U8U6KW,0,64x64x12,388.80536495321957,385.7743399339172,454.00308071889344,409.5275952020101,392.70958762131943,1925.7065749511717
ID_8KMQSY,0,64x64x12,424.65218001937626,407.0164029537441,396.4149736057256,409.361185526282,408.38922576145615,1663.8408068847657
ID_2S548T,1,64x64x12,305.1271820611533,378.43091400110904,543.404026351344,408.98737413786876,371.34348409354817,1637.1376064453125
ID_POBHVX,0,64x64x12,356.2550100753916,419.3079120076806,451.2608791867322,408.9412670899348,402.81266668845836,1847.3566323242185
ID_LQH4QQ,1,64x64x12,385.81117318129316,376.1127988072233,463.92497189782466,408.6163146287804,387.15848250311274,2438.794666015625
ID_MU94RQ,1,64x64x12,343.04194193251004,555.6080931398742,326.90993185279154,408.5199889750586,460.0352225926138,1547.6208842773435
ID_19HD6R,0,64x64x12,395.48145057664334,399.8779042631277,429.98123349667793,408.4468627788163,400.62215011746264,9745.781038085936
ID_YG216S,0,64x64x12,302.4341336846553,376.4822864202229,546.3054360295893,408.40728537815585,371.79085576441867,1487.0817666015623
ID_LBRJSA,0,64x64x12,340.33448835635824,397.7897573809969,486.2127074539726,408.11231773044256,386.45448351049737,1730.3907409667968
ID_1S8OF1,1,64x64x12,259.5411546772735,375.8954111854488,588.815096441336,408.0838874346861,363.3874435699813,1520.1687092285156
ID_2IOV5S,0,64x64x12,420.8371646731562,410.4811135822049,392.85609998272133,408.0581260793608,407.398933328238,1595.6552934570313
ID_7Q9QPB,0,64x64x12,433.1167093327768,393.3612918107759,397.5241977433306,408.0007329622945,400.580575661622,1924.3979318847655
ID_ETY0Q1,0,64x64x12,411.86626301530373,372.8402671162103,439.0828151484964,407.92978176000344,381.3890752735964,1729.1188491210937
ID_OI9VYJ,0,64x64x12,362.4338556445392,389.3782392336479,470.5328303237277,407.44830840063827,387.88800450966454,2341.076239990234
ID_FCPMX2,0,64x64x12,434.3499511958376,379.66220930319014,408.31583714168835,407.44266588023874,396.2009907774034,1985.93484375
ID_2JO6IX,1,64x64x12,351.4152589147789,366.223342833831,504.1564890556452,407.265030268085,374.2888371885795,1950.9736083984374
ID_KSOBEO,0,64x64x12,292.71388077476007,368.57388476421875,559.4034150230071,406.8970601873287,362.54123901022035,1548.2959287109375
ID_D876IH,0,64x64x12,435.9973824175295,408.90689206246043,374.751871945081,406.5520488083569,411.5822175316331,1783.2908237304687
ID_QJENVX,1,64x64x12,351.08433127135044,392.3209309045021,475.8764061810575,406.42722278563673,388.62679086084984,1361.1479995117186
ID_X9DMGW,0,64x64x12,278.30707138013304,361.23863125099615,579.429895993199,406.3251995414427,359.67467965103754,1793.9093845214843
ID_LQBSME,1,64x64x12,354.2720281594076,394.99446182110785,469.32781898026786,406.1981029869278,389.86058169099977,1457.9733764648436
ID_XFUHZA,1,64x64x12,391.53305202965794,379.34271273654605,445.5573977288489,405.4777208316843,386.63804878749585,1762.6399572753905
ID_D9HNHI,1,64x64x12,293.087421153982,386.1717135598634,536.6642680360803,405.30780091664195,373.46324143407,1464.728154296875
ID_QM8NYB,0,64x64x12,397.4038757672652,436.81592783208583,380.4573698875877,404.8923911623129,412.97799959262653,1724.1435654296874
ID_L9L53P,1,64x64x12,360.1948321451894,388.903315298871,465.079630694202,404.7259260460875,387.911872143074,1417.4850769042969
ID_JKDSPD,0,64x64x12,357.2291936373914,378.3138614687865,478.18219151440286,404.57508220686026,374.2628774427777,1646.0284423828125
ID_D0J50E,0,64x64x12,283.6699818808784,353.0365194174087,576.3498841014966,404.3521284665946,354.26495292671524,1772.0209064941405
ID_8KBPX0,1,64x64x12,350.5812299766608,399.27750754074754,461.7013588861583,403.85336546785555,391.388258277982,1380.8650561523436
ID_KBLUY9,0,64x64x12,336.0848593897515,403.90701985556984,471.14206422597283,403.71131449043133,389.0145879922817,2361.4702385253904
ID_HMSG74,0,64x64x12,398.64114482090525,396.0049464272512,416.2657211863182,403.63727081149153,397.4315674280125,2597.0278830566403
ID_F2U04B,0,64x64x12,381.67490564914715,388.77716546641614,440.34990799071164,403.60065970209166,390.65661104654384,2101.1060837402338
ID_MO51V6,0,64x64x12,336.8863597189574,363.31408803857875,510.5641527096036,403.5882001557132,368.05732909277793,1842.9231623535156
ID_HD0BPT,1,64x64x12,396.1414182081983,394.81751200091514,418.55997435633844,403.172968188484,395.876970928981,2183.1292019042967
ID_2DAO9S,0,64x64x12,356.46394882219397,373.8937101764918,478.9417842596583,403.099814419448,375.2846428018345,1763.4976635742187
ID_GOCUJA,0,64x64x12,294.65243339585254,364.25760790878974,550.2243211955109,403.0447875000511,362.26236067134465,1506.5899055175782
ID_OJSHY6,0,64x64x12,391.0650126062669,401.92516191942804,413.860767514678,402.283647346791,396.0325713714627,1308.5039501953124
ID_QYJGK1,1,64x64x12,367.33815809274915,399.0780032701256,439.1256082873579,401.8472565500776,391.4882469110164,1656.197876953125
ID_UG0HC3,1,64x64x12,287.5881974797113,379.1240452295482,538.7066822135375,401.806308307599,368.3541291928571,1406.2238979492188
ID_TWZ0BN,0,64x64x12,285.05836830749695,356.5272220941924,563.7244072272927,401.7699992096607,353.6714589972731,1844.3912580566407
ID_V5TQH8,0,64x64x12,332.30636953473237,406.36024880477555,466.13838646101595,401.6016682668413,385.70246759419354,1502.1126381835938
ID_Y7QKDF,0,64x64x12,358.94830519586554,364.1965146084914,481.4012967422232,401.5153721821934,372.31831519654315,2001.3765700683593
ID_8H83IR,1,64x64x12,332.7771705866733,401.8182224537285,469.0515035965558,401.2156322123192,385.1871931887146,1622.1556591796873
ID_BSTEHL,0,64x64x12,515.6404961233018,375.806991198951,312.102775093738,401.1834208053303,400.7606874768868,1432.5522783203123
ID_TG7W3N,0,64x64x12,364.37112182652083,381.29662209899357,457.5332234935878,401.06698913970075,384.0574430644797,1707.4240444335937
ID_P0T7YM,0,64x64x12,286.2687587612317,346.9880875141365,569.9412566858723,401.0660343204135,351.4463657197102,1900.7771059570312
ID_9CLYZX,1,64x64x12,361.4692125173192,380.2855124647302,461.43847595791334,401.0644003133209,381.4355712179871,1819.2327060546875
ID_H45WX3,1,64x64x12,300.1905531846113,402.88543433773003,500.0432826004529,401.0397567075981,382.2130121225624,1463.8416135253906
ID_I3STGQ,0,64x64x12,356.61217883007765,380.52215237043833,465.7716864678036,400.9686725561066,375.75356208748684,1893.0811306152343
ID_PKBH27,0,64x64x12,270.41870998356086,367.22095063223503,565.1602431377976,400.93330125119786,358.5509396800361,1568.4615634765623
ID_054ARA,0,64x64x12,271.26932752767635,368.0730200316872,561.7356584162433,400.35933532520227,357.4933580629859,1732.3961596679687
ID_IBWWX3,0,64x64x12,291.66386489467055,362.38550021059046,546.7147693557803,400.25471148701376,360.10002315095016,1540.3715861816404
ID_9JGBXB,0,64x64x12,352.82358713459763,364.6237171275254,482.8049476654439,400.08408397585566,366.3495795915406,1780.5825295410154
ID_GW1TD8,1,64x64x12,349.8533288206572,362.6472563118588,487.26829064664383,399.92295859305335,367.80589275564296,2117.2132287597656
ID_3LBXJX,1,64x64x12,307.65788576108747,384.54433337588387,506.95489058155516,399.7190365728422,374.0604990520514,1330.6344057617189
ID_EH28TI,0,64x64x12,407.39554098663854,380.9175904923882,410.2352170430312,399.5161161740193,390.5746470307041,2585.8889296875
ID_B0UQ0I,0,64x64x12,351.3133667054791,396.82200502513797,450.3029627946893,399.4794448417688,382.1309215874684,1516.7208212890623
ID_2AQOGC,1,64x64x12,253.086654529595,372.2732498944365,571.5002720015339,398.95339214185515,357.2919134341985,1458.356162841797
ID_B8F25O,0,64x64x12,285.0497440735744,383.8990063490451,526.7173455558257,398.5553653261484,368.54921825788114,1531.1759477539063
ID_D4FZQG,1,64x64x12,304.77240167078844,379.8219566627409,510.7514197861501,398.4485927065598,370.4814175921038,1819.9958889160157
ID_ZGQIB0,0,64x64x12,332.7246050985442,364.9951596487815,497.06370425663005,398.26115633465196,367.58537461198415,1817.6006811523437
ID_ALKQWV,0,64x64x12,366.0078701244057,375.98513800589546,450.691962782171,397.56165697082406,378.0112376918459,2452.5117973632814
ID_VRWCS1,0,64x64x12,345.02669814845353,385.4755645001159,459.10090086185033,396.5343878368066,380.06001498754586,1715.8278356933592
ID_KI2BQ5,0,64x64x12,347.7496930877927,390.37447378854165,450.8021976748668,396.3087881837337,382.9050206029438,1327.7979296875
ID_4YIGNA,1,64x64x12,355.178651261396,374.9985488919951,458.6034669449731,396.26022236612135,376.5965666124495,1820.376623046875
ID_LYTZC1,0,64x64x12,309.22500710269543,337.9406586646338,541.5825554133355,396.2494070602216,343.36399618486934,1825.047223144531
ID_1Q8GPK,1,64x64x12,356.71674050973604,372.45744369676515,459.28722182756695,396.15380201135605,376.16519717853805,1695.1621887207032
ID_M6YADQ,0,64x64x12,410.64511178166816,384.19625278926196,393.58784179341916,396.1430687881164,391.8008533847982,1556.3621159667969
ID_DG1NN4,0,64x64x12,350.44608053734726,391.5029108351406,446.40532894473444,396.11810677240743,381.98129006733103,2244.149159912109
ID_CI00OX,1,64x64x12,392.93654611185656,384.9407348855348,410.3492271481804,396.07550271519057,386.8755320618331,1966.4828171386716
ID_CQ8VWZ,1,64x64x12,339.90247535240513,359.0079657433287,488.2332855884761,395.7145755614033,365.6370217211946,2212.3250400390625
ID_NG04XS,0,64x64x12,286.02990800360806,352.2275543079625,547.4159636097614,395.2244753071107,351.57446073227254,1706.5750378417968
ID_NKGTSF,1,64x64x12,323.2050416365372,348.4830973999046,513.8772613987846,395.1884668117421,357.27612718265806,1758.150711425781
ID_66CART,0,64x64x12,285.2808883175588,354.95694074868976,544.6321276893167,394.9566522518551,351.6439231209125,1588.9313569335936
ID_HP342O,0,64x64x12,356.42625173211263,351.53024757580425,476.5940377217848,394.85017900990056,360.1187340606289,1751.0058942871092
ID_DA73VA,0,64x64x12,296.69229005014955,329.3577504340775,558.0576192624994,394.7025532489088,338.9766836653093,1984.2683459472655
ID_HB7E0V,0,64x64x12,363.6178477958518,374.6725050743014,445.47526900125274,394.588540623802,377.8272725121784,1988.564003173828
ID_11BIEZ,0,64x64x12,377.46207642200335,384.92596764344717,420.50985999431447,394.299301353255,382.8157575783723,3155.534818847656
ID_VWHV40,0,64x64x12,381.40767455438595,359.3938720258413,441.86821509066266,394.2232538902967,374.5186394152064,2464.964952392578
ID_TY8YAF,1,64x64x12,315.1217886830345,395.5066877509054,471.4226165224001,394.01703098544664,376.9875635841912,1520.2512028808594
ID_ZLTW6U,0,64x64x12,405.9829745879812,365.39340293200223,409.95377340351644,393.77671697449995,378.8864529104361,1638.88813671875
ID_B09JWP,0,64x64x12,394.55997144613093,378.9388219022903,407.32208160366525,393.60695831736217,384.9424302153801,2081.9445151367186
ID_NGB6TL,1,64x64x12,385.85311267263876,391.78076030470567,402.9210702934163,393.5183144235869,388.4598958882582,2289.859580810547
ID_MRCTV1,0,64x64x12,311.39002719076973,306.25025140868786,562.5426027830125,393.3942937941567,329.05517519128927,1853.5392907714843
ID_7CIP7I,1,64x64x12,239.75511439987181,369.9031702999309,569.4108727239071,393.02305247456997,351.13001248295046,1444.2381411132812
ID_K59CZY,0,64x64x12,277.093609877491,325.92823545715447,574.8518024082782,392.62454924764126,336.4559309883134,1908.067512939453
ID_B0FDJS,1,64x64x12,318.29337027220714,328.43998464412186,530.8609954373046,392.5314501178779,346.70035774639393,1564.0688232421876
ID_TWLTPF,0,64x64x12,403.5943779595275,369.6802109244804,404.1094648275337,392.4613512371805,380.97195343180744,1774.6271286621093
ID_WNQ9PD,0,64x64x12,371.5724700115488,365.33659917280704,439.2784928137412,392.0625206660323,374.53549314336124,1804.728329345703
ID_CLLC5N,1,64x64x12,362.91732511683284,372.8688884839139,439.90218693002515,391.89613351025736,375.89751828838035,1733.514119140625
ID_4Z9H5D,0,64x64x12,358.5338776128987,396.29230349866594,420.73478134361756,391.85365415172737,385.3085352165908,1365.8722050781248
ID_DCP3CI,0,64x64x12,379.90122693459404,375.13702458726533,419.4834171238335,391.50722288189763,379.3911965631164,2801.4424267578124
ID_IEOMH8,1,64x64x12,388.4577742888695,387.5031244382719,397.98748451681456,391.3161277479853,385.54180711207096,2522.39598046875
ID_YZVLGD,1,64x64x12,370.9910831098791,359.64691907276887,443.26891905576446,391.30230707947084,368.45285062018024,2128.8261877441405
